chabourneite	(Tl,Pb)23(Sb,As)91S147
chadwickite	H(UO2)(AsO3)
chaidamunite	CuFe(SO4)2(OH)
chalcanthite	CuSO4
chalcoalumite	CuAl4(SO4)(OH)12
chalcocite	Cu2S
chalcocyanite	CuSO4
chalcomenite	CuSeO3
chalconatronite	Na2Cu(CO3)2
chalcophanite	(Zn,Fe,Mn)Mn3O7
chalcophyllite	Cu18Al2(AsO4)3(SO4)3(OH)27
chalcopyrite	CuFeS2
chalcosiderite	Cu(Fe,Al)6(PO4)4(OH)8
chalcostibite	CuSbS2
chalcothallite	(Tl,K)2Cu5,5(Fe,Ag)SbS4
chambersite	Mn3B7O13Cl
chameanite	(Cu,Fe)4As(Se,S)4
chamosite	(Fe,Mg,Fe)5Al(Si3Al)O10(OH,O)8
changbaiite	PbNb2O6
changchengite	IrBiS
changoite	Na2Zn(SO4)2
chantalite	CaAl2SiO4(OH)4
chaoite	C
chapmanite	SbFe2(SiO4)2(OH)
charlesite	Ca6(Al,Si)2(SO4)2B(OH)4(OH,O)12
chatkalite	Cu6FeSn2S8
chayesite	K(Mg,Fe)4FeSi12O30
chekhovichite	(Bi,Pb,Fe)2Te4O11
chelyabinskite	(Ca,Mg)3Si(OH)6(SO4,CO3)2
chenevixite	Cu2Fe2(AsO4)2(OH)4
chengdeite	Ir3Fe
chenite	Pb4Cu(SO4)2(OH)6
cheralite-(ce)	(Ce,Ca,Th,U)(P,Si)O4
cheremnykhite	Zn3Pb3TeO6(VO4,AsO4)2
cherepanovite	RhAs
chernikovite	(H3O)2(UO2)2(PO4)2
chernovite-(y)	YAsO4
chernykhite	BaV2[]Al2Si2O10(OH)2
chervetite	Pb2V2O7
chessexite	Na4Ca2(Mg,Zn)3Al8(SiO4)2(SO4)10(OH)10
chesterite	(Mg,Fe)17Si20O54(OH)6
chevkinite-(ce)	(Ca,Ce,La)4(Fe,Mg)2(Ti,Fe)3O8(Si2O7)2
chiavennite	CaMn[Be2Si5O13(OH)2]
childrenite	FeAl(PO4)(OH)2.H2O
chiluite	Bi6Te2Mo2O21
chiolite	Na5Al3F14
chkalovite	Na2BeSi2O6
chladniite	Na2Ca(Mg,Fe)7(PO4)6
chloraluminite	AlCl3
chlorapatite	Ca5(PO4)3Cl
chlorargyrite	AgCl
chlorartinite	Mg2(CO3)Cl(OH)
chlorbartonite	K6Fe24S26(Cl,S)
chlorellestadite	Ca5(SiO4,PO4,SO4)3(Cl,F)
chloritoid	(Fe,Mg,Mn)2Al4Si2O10(OH)4
chlormagaluminite	(Mg,Fe)4Al2(OH)12(Cl2,CO3)
chlormanganokalite	K4MnCl6
chlorocalcite	KCaCl3
chloromagnesite	MgCl2
chloromenite	Cu9O2(SeO3)4Cl6
chlorophoenicite	(Mn,Mg)3Zn2(AsO4)(OH,O)6
chlorothionite	K2Cu(SO4)Cl2
chloroxiphite	Pb3CuCl2(OH)2O2
choloalite	PbCu(TeO3)2.H2O
chondrodite	(Mg,Fe)5(SiO4)2(F,OH)2
chrisstanleyite	Ag2Pd3Se4
christelite	Zn3Cu2(SO4)2(OH)6
christite	TlHgAsS3
chromatite	CaCrO4
chrombismite	Bi16(CrO4)O23
chromceladonite	KCrMgSi4O10(OH)2
chromdravite	NaMg3(Cr,Fe)6(BO3)3Si6O18(OH)4
chromite	FeCr2O4
chromium	Cr
chromphyllite	KCr2[]AlSi3O10(OH,F)2
chrysoberyl	BeAl2O4
chrysocolla	(Cu,Al)2H2Si2O5(OH)4.nH2O
chudobaite	(Mg,Zn)5H2(AsO4)4
chukhrovite-(ce)	Ca3(Ce,Y)Al2(SO4)F13
chukhrovite-(y)	Ca3(Y,Ce)Al2(SO4)F13
churchite-(nd)	Nd(PO4)
churchite-(y)	YPO4
chursinite	HgHg(AsO4)
chvaleticeite	(Mn,Mg)SO4
chvilevaite	Na(Cu,Fe,Zn)2S2
cianciulliite	Mn(Mg,Mn)2Zn2(OH)10.2-4H2O
cinnabar	HgS
ciprianiite	Ca4[(Th,U)REE)]2Al[]2[Si4B4O22](OH)2
clairite	(NH4)2(Fe,Mn)3(SO4)4(OH)3
claraite	(Cu,Zn)3(CO3)(OH)4
claringbullite	Cu4Cl(OH)7
clarkeite	Na(UO2)(O,OH)
claudetite	As2O3
clausthalite	PbSe
clearcreekite	Hg3(CO3)(OH)
clerite	MnSb2S4
cliffordite	UTe3O9
clinoatacamite	Cu2Cl(OH)3
clinobarylite	BaBe2Si2O7
clinobehoite	Be(OH)2
clinobisvanite	BiVO4
clinocervantite	beta-SbSbO4
clinochalcomenite	CuSeO3
clinochlore	(Mg,Fe)5Al(Si3Al)O10(OH)8
clinochrysotile	Mg3Si2O5(OH)4
clinoclase	Cu3(AsO4)(OH)3
clinoenstatite	Mg2Si2O6
clinoferroholmquisite	[](Li2Fe3Al2)Si8O22(OH)2
clinoferrosilite	(Fe,Mg)2Si2O6
clinohedrite	CaZnSiO4.H2O
clinoholmquistite	[](Li2Mg3Al2)Si8O22(OH)2
clinohumite	(Mg,Fe)9(SiO4)4(F,OH)2
clinojimthompsonite	(Mg,Fe)5Si6O16(OH)2
clinokurchatovite	Ca(Mg,Fe,Mn)B2O5
clinomimetite	Pb5(AsO4)3Cl
clinophosinaite	Na12(Ca,Sr)4(PO4)4(Si4O12)
clinoptilolite-ca	(Ca0,5,Na,K)6[Al6Si30O72]
clinoptilolite-k	(K,Na)6[Al6Si30O72]
clinoptilolite-na	(Na,K,Ca0,5)6[Al6Si30O72]
clinosafflorite	(Co,Fe,Ni)As2
clinotobermorite	Ca5Si5(O,OH)18
clinotyrolite	Ca2Cu9[(As,S)O4]4(O,OH)10
clinoungemachite	K2Na3Fe(SO4)6(OH)3
clinozoisite	Ca2Al3(SiO4)3(OH)
clintonite	CaMg2AlAl3SiO10(OH)2
coalingite	Mg10Fe2(CO3)(OH)24
cobaltarthurite	(Co,Mg)Fe2(AsO4)2(OH)2
cobaltaustinite	Ca(Co,Cu)(AsO4)(OH)
cobaltite	CoAsS
cobaltkieserite	Co(SO4).H2O
cobaltkoritnigite	(Co,Zn)(AsO3)(OH).H2O
cobaltlotharmeyerite	Ca(Co,Fe,Ni)2(AsO4)2(OH,H2O)2
cobaltneustadtelite	Bi2Fe(Co,Fe)O2(OH)2(AsO4)2
cobaltomenite	CoSeO3
cobaltpentlandite	Co9S8
cobalttsumcorite	Pb(Co,Fe,Ni)2(AsO4)2(H2O,OH)2
cobaltzippeite	Co(UO2)2(SO4)O2.3,5H2O
cochromite	(Co,Ni,Fe)(Cr,Al)2O4
coconinoite	Fe2Al2(UO2)2(PO4)4(SO4)(OH)2
coesite	SiO2
coffinite	U(SiO4)1-x(OH)4x
cohenite	(Fe,Ni,Co)3C
colemanite	Ca2B6O11
collinsite	Ca2(Mg,Fe)(PO4)2
coloradoite	HgTe
colquiriite	CaLiAlF6
colusite	Cu26V2(As,Sn,Sb)6S32
comancheite	Hg13(Cl,Br)8O9
combeite	Na2Ca2Si3O9
comblainite	Ni6Co2(CO3)(OH)16
compreignacite	K2(UO2)6O4(OH)6
congolite	(Fe,Mg,Mn)3B7O13Cl
conichalcite	CaCu(AsO4)(OH)
connellite	Cu19Cl4(SO4)(OH)32
cookeite	LiAl4(Si3Al)O10(OH)8
coombsite	K(Mn,Fe,Mg)13(Si,Al)18O42(OH)14
cooperite	(Pt,Pd,Ni)S
coparsite	Cu4O2[(As,V)O4]Cl
copiapite	FeFe4(SO4)6(OH)2
copper	Cu
coquandite	Sb6O8(SO4).H2O
coquimbite	Fe2(SO4)3
corderoite	Hg3S2Cl2
cordierite	Mg2Al4Si5O18
cordylite-(ce)	NaBaCe2(CO3)4F
corkite	PbFe3(PO4)(SO4)(OH)6
cornetite	Cu3(PO4)(OH)3
cornubite	Cu5(AsO4)2(OH)4
cornwallite	Cu5(AsO4)2(OH)4
coronadite	Pb(Mn,Mn)8O16
corrensite	(Mg,Fe,Al)9(Si,Al)8O20(OH)10.nH2O
corundum	Al2O3
corvusite	(Na,Ca,K)(V,V,Fe)8O20
cosalite	Pb2Bi2S5
coskrenite-(ce)	(Ce,Nd,La)2(SO4)2(C2O4)
costibite	CoSbS
cotunnite	PbCl2
coulsonite	FeV2O4
covellite	CuS
cowlesite	Ca[Al2Si3O10].5,3H2O
coyoteite	NaFe3S5
crandallite	CaAl3(PO3OH)(PO4)(OH)6
crawfordite	Na3Sr(PO4)(CO3)
creaseyite	Pb2Cu2Fe2Si5O17
crednerite	CuMnO2
creedite	Ca3Al2(SO4)(F,OH)10
crichtonite	(Sr,La,Ce,Y)(Ti,Fe,Mn)21O38
criddleite	TlAg2Au3Sb10S10
cristobalite	SiO2
crocoite	PbCrO4
cronstedtite	Fe2Fe(SiFe)O5(OH)4
cronusite	Ca0,2CrS2.H2O
crookesite	Cu7(Tl,Ag)Se4
cryolite	Na3AlF6
cryolithionite	Na3Li3Al2F12
cryptohalite	(NH4)2SiF6
cryptomelane	K(Mn,Mn)8O16
cualstibite	Cu6Al3Sb3O18
cubanite	CuFe2S3
cuboargyrite	AgSbS2
cumengite	Pb21Cu20Cl42(OH)40
cummingtonite	[]Mg7Si8O22(OH)2
cupalite	(Cu,Zn)Al
cuprite	Cu2O
cuprobismutite	Cu10Bi12S23
cuprocopiapite	CuFe4(SO4)6(OH)2
cuproiridsite	CuIr2S4
cupropavonite	AgPbCu2Bi5S10
cuprorhodsite	CuRh2S4
cuprorivaite	CaCuSi4O10
cuprosklodowskite	(H3O)2Cu(UO2)2(SiO4)2
cuprospinel	(Cu,Mg)Fe2O4
cuprostibite	Cu2(Sb,Tl)
cuprotungstite	Cu3(WO4)2(OH)2
curetonite	Ba(Al,Ti)(PO4)4(O,OH)F
curienite	Pb(UO2)2V2O8
curite	Pb3(UO2)8O8(OH)6
cuspidine	Ca16(Si2O7)4(F,OH)8
cuzticite	Fe2TeO6
cyanochroite	K2Cu(SO4)
cyanophyllite	Cu5Al2(SbO4)3(OH)7
cyanotrichite	Cu4Al2(SO4)(OH)12
cylindrite	Pb4FeSn4Sb2S16
cymrite	BaAl2Si2(O,OH)8.H2O
cyrilovite	NaFe3(PO4)2(OH)4
dachiardite-ca	(Ca0,5,K,Na)4-5[Al4-5Si20-19O48].12-13H2O
dachiardite-na	(Na,K,Ca0,5)4-5[Al4-5Si20-19O48].12-13H2O
dadsonite	Pb10xSb14-xS31-xClx
dalyite	K2ZrSi6O15
damaraite	Pb3O2(OH)Cl
damiaoite	PtIn2
danalite	Fe4Be3(SiO4)3S
danbaite	CuZn2
danburite	CaB2(SiO4)2
danielsite	(Cu,Ag)14HgS8
daomanite	CuPtAsS2
daqingshanite-(ce)	(Sr,Ca,Ba)3(Ce,La)(PO4)(CO3)3-x(OH,F)x
darapskite	Na3(SO4)(NO3).H2O
dashkovaite	Mg(HCO3)2
datolite	Ca2B2Si2O8(OH)2
daubreeite	BiO(OH,Cl)
daubreelite	FeCr2S4
davanite	K2TiSi6O15
davidite-(ce)	(Ce,La)(Y,U,Fe)(Ti,Fe)20(O,OH)38
davidite-(la)	(La,Ce)(Y,U,Fe)(Ti,Fe)20(O,OH)38
davreuxite	MnAl6Si4O17(OH)2
davyne	(Na,Ca,K)8Al6Si6O24(Cl,SO4,CO3)2-3
dawsonite	NaAL(CO3)(OH)2
deanesmithite	Hg2Hg3CrO5S2
decrespignyite-(y)	Cu(Y,Gd,Dy)4(CO3)4(OH)5Cl
deerite	(Fe,Mn)6(Fe,Al)3Si6O20(OH)5
delafossite	CuFeO2
delhayelite	(Na,K)10Ca5Al6Si32O80(Cl2,F2,SO4)3
deliensite	Fe(UO2)2(SO4)2(OH)2
delindeite	(Na,K)3Ba2(Ti,Fe)3(Si2O7)2(O,OH,H2O)6
dellaite	Ca6Si3O11(OH)2
deloneite-(ce)	NaCa2SrCe(PO4)3F
deloryite	Cu4(UO2)(MoO4)2(OH)6
delrioite	CaSrV2O6(OH)2
demesmaekerite	Pb2Cu5(UO2)2(SeO3)6(OH)6
denisovite	(K,Na)Ca2Si3O8(F,OH)
denningite	(Ca,Mn)(Mn,Zn)(Te2O5)2
derbylite	Fe4Ti3SbO13(OH)
derriksite	Cu4(UO2)(SeO3)2(OH)6
dervillite	Ag2AsS2
desautelsite	Mg6Mn2(CO3)(OH)16
descloizite	PbZn(VO4)(OH)
despujolsite	Ca3Mn(SO4)2(OH)6
dessauite	(Sr,Pb)(Y,U)(Ti,Fe)20O38
devilline	CaCu4(SO4)2(OH)6
dewindtite	Pb3[H(UO2)3O2(PO4)2]2
diaboleite	Pb2CuCl2(OH)4
diadochite	Fe2(PO4)(SO4)(OH)
diamond	C
diaoyudaoite	NaAl11O17
diaphorite	Pb2Ag3Sb3S8
diaspore	AlO(OH)
dickinsonite	(K,Ba)(Na,Ca)5(Mn,Fe,Mg)14Al(PO4)12(OH,F)2
dickite	Al2Si2O5(OH)4
dickthomssenite	Mg(V2O6)
dienerite	Ni3As
dietrichite	(Zn,Fe,Mn)Al2(SO4)4
dietzeite	Ca2H2O(IO3)2(CrO4)
digenite	Cu9S5
dimorphite	As4S3
dinite	C20H36
diomignite	Li2B4O7
diopside	CaMgSi2O6
dioptase	CuSiO2(OH)2
dissakisite-(ce)	Ca(Ce,La)(Mg,Fe)(Al,Fe)2(SiO4)3(OH)
dittmarite	(NH4)Mg(PO4).H2O
dixenite	CuMn14Fe(AsO3)5(SiO4)2(AsO4)(OH)6
djerfisherite	K6(Cu,Fe,Ni)24S26Cl
djurleite	Cu31S16
dmisteinbergite	CaAl2Si2O8
dolerophanite	Cu2(SO4)O
dollaseite-(ce)	CaCeMg2AlSi3O11(OH,F)2
dolomite	CaMg(CO3)2
doloresite	H8V6O16
domeykite	Cu3As
donathite	(Fe,Mg)(Cr,Fe)2O4
donharrisite	Ni8Hg3S9
donnayite-(y)	Sr3NaCaY(CO3)6
donpeacorite	(Mn,Mg)MgSi2O6
dorallcharite	(Tl,K)2Fe6(SO4)4(OH)12
dorfmanite	Na2HPO4
dorrite	Ca2Mg2Fe4Si2Al4O20
douglasite	K2FeCl4
downeyite	SeO2
doyleite	Al(OH)3
dozyite	(Mg7Al2)(Si4Al2)O15(OH)12
dravite	NaMg3Al6(BO3)3Si6O18(OH)4
dresserite	BaAl2(CO3)2(OH)4.H2O
dreyerite	BiVO4
drugmanite	Pb2(Fe,Al)H(PO4)2(OH)2
drysdallite	Mo(Se,S)2
dufrenite	FeFe4(PO4)3(OH)5
dufrenoysite	Pb2As2S5
duftite	PbCu(AsO4)(OH)
dugganite	Pb3Zn3Te(As,V,Si)2(O,OH)14
dukeite	Bi24Cr8O57(OH)6
dumontite	Pb2(UO2)3O2(PO4)2
dumortierite	Al7(BO3)(SiO4)3O3
dundasite	PbAl2(CO3)2(OH)4.H2O
durangite	NaAl(AsO4)F
duranusite	As4S
dusmatovite	K(K,Na,[])(Mn,Y,Zr)2(Zn,Li)3Si12O30
dussertite	BaFe3(AsO4)2(OH)5
duttonite	VO(OH)2
dwornikite	(Ni,Fe)SO4.H2O
dypingite	Mg5(CO3)4(OH)2
dyscrasite	Ag3Sb
dzhalindite	In(OH)3
dzharkenite	FeSe2
eakerite	Ca2SnAl2Si6O18(OH)2
earlandite	Ca3[C(OH)(CH2)2(COO)3]2
earlshannonite	(Mn,Fe)Fe2(PO4)2(OH)2
eastonite	KMg2AlAl2Si2O10(OH)2
ecandrewsite	(Zn,Fe,Mn)TiO3
ecdemite	Pb6As2O7Cl4
eckermannite	NaNa2(Mg4Al)Si8O22(OH)2
eclarite	Pb9(Cu,Fe)Bi12S28
edenharterite	TlPbAs3S6
edenite	NaCa(Mg,Fe)5(Si7Al)O22(OH)2
edgarbaileyite	Hg6Si2O7
edingtonite	Ba[Al2Si3O10]
edoylerite	Hg3CrO4S2
effenbergerite	BaCuSi4O10
efremovite	(NH4)2Mg2(SO4)3
eggletonite	(Na,K,Ca)2(Mn,Fe)8(Si,Al)12O29(OH)7
ehrleite	Ca2ZnBe(PO4)2(PO3OH)
eifelite	KNa3Mg4Si12O30
eitelite	Na2Mg(CO3)2
ekanite	ThCa2Si8O20
ekaterinite	Ca2B4O7(Cl,OH)2
ekatite	(Fe,Fe,Zn)12(OH)6(AsO3)6[AsO3,HOSiO3]2
elbaite	Na(Li,Al)3Al6(BO3)3Si6O18(OH)4
ellenbergerite	Mg6TiAl6Si8O28(OH)10
ellisite	Tl3AsS3
elpasolite	K2NaAlF6
elpidite	Na2ZrSi6O15
elyite	Pb4Cu(SO4)O2(OH)4.H2O
embreyite	Pb5(CrO4)2(PO4)2.H2O
emeleusite	Na4Li2Fe2Si12O30
emmonsite	Fe2Te3O9
emplectite	CuBiS2
empressite	AgTe
enargite	Cu3AsS4
englishite	K3Na2Ca10Al15(PO4)21(OH)7
enstatite	Mg2Si2O6
eosphorite	MnAl(PO4)(OH)2.H2O
ephesite	NaLiAl2Al2Si2O10(OH)2
epididymite	NaBeSi3O7(OH)
epidote	Ca2(Fe,Al)3(SiO4)3(OH)
epistilbite	(Ca,Na2)[Al2Si4O12]
epistolite	Na2(Nb,Ti)2(Si2O7)2(O,F)4
epsomite	MgSO4
ercitite	Na(Mn,Fe)(PO4)(OH)
erdite	NaFeS2
ericaite	(Fe,Mg,Mn)3B7O13Cl
ericssonite	BaMn2FeOSi2O7(OH)
eriochalcite	CuCl2
erionite-ca	(Ca0,5,K,Na)10[Al10Si26O72]
erionite-k	(K,Na,Ca0,5)10[Al10Si26O72]
erionite-na	(Na,K,Ca0,5)10[Al10Si26O72]
erlianite	(Fe,Fe,Mg)24(FeV)6Si36O90(OH,O)48
erlichmanite	OsS2
ernienickelite	NiMn3O7
erniggliite	Tl2SnAs2S6
ernstite	(Mn1-xFex)Al(PO4)(OH)2-xOx
ershovite	Na4K3(Fe,Mn,Ti)2Si8O20(OH)4
ertixiite	Na2Si4O9
erythrite	Co3(AsO4)2
erythrosiderite	K2FeCl5.H2O
eskebornite	CuFeSe2
eskimoite	Ag7Pb10Bi15S36
eskolaite	Cr2O3
esperanzaite	NaCa2Al2(AsO4)2F4(OH).H2O
esperite	PbCa3Zn4(SiO4)4
esseneite	CaFeAlSiO6
ettringite	Ca6Al2(SO4)3(OH)12
eucairite	CuAgSe
euchlorine	KNaCu3(SO4)3O
euchroite	Cu2(AsO4)(OH)
euclase	BeAlSiO4(OH)
eucryptite	LiAlSiO4
eudialyte	Na15Ca6(Fe,Mn)3Zr3(Si25O73)(O,OH,H2O)3(OH,Cl)2
eudidymite	NaBeSi3O7(OH)
eugenite	Ag11Hg2
eugsterite	Na4Ca(SO4)3
eulytite	Bi4(SiO4)3
euxenite-(y)	(Y,Ca,Ce,U,Th)(Nb,Ta,Ti)2O6
eveite	Mn2(AsO4)(OH)
evenkite	(CH3)2(CH2)22
eveslogite	(K,Na)11(Ca,Sr,Ba)13(Mn,Fe)(Ti,Nb)5(Si12O30)2O12(F,OH,Cl)7(OH)6
ewaldite	(Ba,Sr)(Ca,Na,Y,Ce)(CO3)2.10-12H2O
ezcurrite	Na4B10O17
eztlite	Pb2Fe6(TeO3)3(TeO6)(OH)10
fabianite	CaB3O5(OH)
faheyite	(Mn,Mg)Fe2Be2(PO4)4
fahleite	Zn5CaFe2(AsO4)6
fairbankite	PbTeO3
fairchildite	K2Ca(CO3)2
fairfieldite	Ca2(Mn,Fe)(PO4)2
falcondoite	(Ni,Mg)4Si6O15(OH)2
falkmanite	Pb5Sb4S11
famatinite	Cu3SbS4
fangite	Tl3AsS4
farringtonite	Mg3(PO4)2
faujasite-ca	(Ca0,5,Na,Mg0,5,K)3-4[Al3-4Si9-8O24]
faujasite-mg	(Mg0,5,Ca0,5,Na,K)3-4[Al3-4Si9-8O24]
faujasite-na	(Na,Ca0,5,Mg0,5,K)3-4[Al3-4Si9-8O24]
faustite	(Zn,Cu)Al6(PO4)4(OH)8
fayalite	Fe2SiO4
fedorite	(Na,K)2-3(Ca,Na)7(Si4O8)(Si4O10)3(F,Cl,OH)2.3,5H2O
fedorovskite	Ca2(Mg,Mn)2B4O7(OH)6
fedotovite	K2Cu3O(SO4)3
feinglosite	Pb2(Zn,Fe)[(As,S)O4]2.H2O
feitknechtite	beta-MnO(OH)
feklichevite	Na11Ca9(Fe,Fe)2Zr3NbSi(O,OH,H2O)4(Si3O9)2(Si9O27)2(OH,Cl)2
felbertalite	Cu2(Pb,Ag)6Bi8S19
felsobanyaite	Al4(SO4)(OH)10
fenaksite	(K,Na,Ca)4(Fe,Fe,Mn)2Si8O20(OH,F)
fencooperite	Ba6Fe3Si8O23(CO3)2Cl3.H2O
ferberite	FeWO4
fergusonite-(ce)	(Ce,Nd,La)NbO4.0,3H2O
fergusonite-(nd)	(Nd,Ce)(Nb,Ti)O4
fergusonite-(y)	YNbO4
fergusonite-beta-(ce)	(Ce,La,Nd)NbO4
fergusonite-beta-(nd)	(Nd,Ce)NbO4
fergusonite-beta-(y)	YNbO4
fermorite	(Ca,Sr)5(AsO4,PO4)3(OH)
fernandinite	Ca(V,V,Fe)80O20
feroxyhyte	delta-FeO(OH)
ferrarisite	Ca5H2(AsO4)4
ferriallanite-(ce)	Ca(Ce,La,Nd,Ca)Fe(Fe,Al,Ti)2SiO4Si2O7O(OH)
ferribarroisite	[](CaNa)Mg3Fe2Si7AlO22(OH)2
ferricopiapite	(Fe,Al,Mg)Fe5(SO4)6(OH)2
ferrierite-k	(K,Na,Mg0,5,Ca0,5)6[Al6Si30O72]
ferrierite-mg	(Mg0,5,K,Na,Ca0,5)6[Al6Si30O72]
ferrierite-na	(Na,K,Mg0,5,Ca0,5)6[Al6Si30O72]
ferrihydrite	5Fe2O3
ferrilotharmeyerite	Ca(Fe,Zn)2(AsO4)2(OH,H2O)2
ferrinatrite	Na3Fe(SO4)3
ferripedrizite	NaLi3(Mg,Fe)2Fe2Si8O22(OH,F)2
ferripyrophyllite	Fe2Si4O10(OH)2
ferrisicklerite	Li(Fe,Mn)PO4
ferristrunzite	FeFe2(PO4)2(OH)3
ferrisurite	Pb2Ca(Fe,Al)2(Si,Al)4O10(OH,F)2(CO3,OH)3.0,5H2O
ferrisymplesite	Fe3(AsO4)2(OH)3
ferroactinolite	[]Ca2Fe5Si8O22(OH)2
ferroalluaudite	NaCaFe(Fe,Mn,Fe)2(PO4)3
ferroanthophyllite	[]Fe7Si8O22(OH)2
ferroaxinite	Ca2FeAl2BO3Si4O12(OH)
ferrobarroisite	[](CaNa)Fe3AlFeSi7AlO22(OH)2
ferrobustamite	Ca(Fe,Ca,Mn)Si2O6
ferrocarpholite	(Fe,Mg)Al2Si2O6(OH)4
ferroceladonite	KFe(Fe,Mg)[]Si4O10(OH)2
ferrocolumbite	FeNb2O6
ferroeckermannite	NaNa2(FeAl)Si8O22(OH)2
ferroedenite	NaCa2Fe5Si7AlO22(OH)2
ferrogedrite	[](Fe,Mg)5Al2Si6Al2O22(OH)2
ferroglaucophane	[]Na2(Fe3Al2)Si8O22(OH)2
ferrohexahydrite	FeSO4
ferrohogbomite	(Fe,Zn,Mg)3(Al,Fe,Ti)8O15(OH)
ferroholmquistite	[](Li2Fe3Al2)Si8O22(OH)2
ferrohornblende	[]Ca2[Fe4(Al,Fe)]Si7AlO22(OH)2
ferrokaersutite	NaCa2(Fe4Ti)Si6Al2O22(OH)2
ferrokentbrooksite	Na15Ca6(Fe,Mn)3Zr3NbSi25O73(O,OH,H2O)3(Cl,F,OH)2
ferrokesterite	Cu2(Fe,Zn)SnS4
ferrokinoshitalite	Ba(Fe,Mg)3(Si2Al2)O10(OH,F)2
ferronickelplatinum	Pt(Ni,Fe)
ferronordite-(ce)	Na3SrCeFeSi6O17
ferronordite-(la)	Na3Sr(La,Ce)FeSi6O17
ferropargasite	NaCa2(Fe4Al)Si6Al2O22(OH)2
ferropyrosmalite	(Fe,Mn)8Si6O15(OH,Cl)10
ferrorhodsite	(Fe,Cu)(Rh,Pt;Ir)2S4
ferrorichterite	Na(CaNa)Fe5Si8O22(OH)2
ferrosaponite	Ca0,3(Fe,Mg,Fe)3(Si,Al)Si3O10(OH)2
ferroselite	FeSe2
ferrosilite	(Fe,Mg)2Si2O6
ferrostrunzite	FeFe2(PO4)2(OH)2
ferrotaaffeite	(Fe,Zn,Mg)2Al6BeO12
ferrotantalite	FeTa2O6
ferrotapiolite	(Fe,Mn)(Ta,Nb)2O6
ferrotitanowodginite	(Fe,Mn)(Ti,Sn,Ta,Fe)(Ta,Nb)2O8
ferrotschermakite	[]Ca2(Fe3AlFe)Si6Al2O22(OH)2
ferrotychite	Na6Fe2(SO4)(CO3)4
ferrowodginite	(Fe,Mn)(Sn,Ti,Fe,Ta)(Ta,Nb)2O8
ferrowyllieite	(Na,Ca,Mn)(Fe,Mn)(Fe,Fe,Mg)Al(PO4)3
ferruccite	NaBF4
fersmanite	(Ca,Na)8(Ti,Nb)4(Si4O12)O10(F,OH)4
fersmite	(Ca,Ce,Na)(Nb,Ta,Ti)2(O,OH,F)6
feruvite	Ca(Fe,Mg)3(Al,Mg)6(BO3)3Si6O18(OH)4
fervanite	Fe4(VO4)4
fetiasite	(Fe,Fe,Ti)3O2(As2O5)
fettelite	Ag24HgAs5S20
fianelite	Mn2V(V,As)O7
fibroferrite	Fe(SO4)(OH)
fichtelite	C19H34
filipstadite	(Mn,Mg)2SbFeO8
fillowite	Na2Ca(Mn,Fe)7(PO4)6
fingerite	Cu11(VO4)6O2
finnemanite	Pb5(AsO3)3Cl
fischesserite	Ag3AuSe2
flagstaffite	C10H22O3
fleischerite	Pb3Ge(SO4)2(OH)6
fletcherite	Cu(Ni,Co)2S4
flinkite	Mn2Mn(AsO4)(OH)4
florencite-(ce)	CeAl3(PO4)2(OH)6
florencite-(la)	(La,Ce)Al3(PO4)2(OH)6
florencite-(nd)	(Nd,Ce)Al3(PO4)2(OH)6
florenskyite	Fe(Ti,Ni)P
florensovite	(Cu,Zn)(Cr,Sb)2S4
fluckite	CaMnH2(AsO4)2
fluellite	Al2(PO4)F2(OH)
fluoborite	Mg3(BO3)(F,OH)3
fluocerite-(ce)	(Ce,La)F3
fluocerite-(la)	(La,Ce)F3
fluorannite	KFe3AlSi3O10(F,OH)2
fluorapatite	Ca5(PO4)3F
fluorapophyllite	(K,Na)Ca4Si8O20(F,OH)
fluorbritholite-(ce)	(Ce,La,Na)5(Si,P)3O12F
fluorcaphite	Ca(Sr,NaCa)(Ca,Sr,Ce)3(PO4)3F
fluorellestadite	Ca5(SiO4,PO4,SO4)3(F,OH,Cl)
fluorite	CaF2
fluorocannilloite	CaCa2(Mg4Al)Si5Al3O22F2
fluoroferroleakeite	NaNa2(Fe2Fe2Li)Si8O22F2
fluoromagnesioarfvedsonite	(Na,K)Na2(Mg,Fe)4FeSi8O22(F,OH)2
fluororichterite	Na(CaNa)Mg5Si8O22F2
fluorthalenite-(y)	Y3Si3O10F
foggite	CaAL(PO4)(OH)2.H2O
foitite	[][Fe2(Al,Fe)]Al6Si6O18(BO3)3(OH)4
fontanite	Ca(UO2)3(CO3)4
foordite	Sn(Nb,Ta)2O6
formanite-(y)	YTaO4
formicaite	Ca(HCO2)2
fornacite	(Pb,Cu)3[(Cr,As)O4]2(OH)
forsterite	Mg2SiO4
foshagite	Ca4Si3O9(OH)2
fourmarierite	Pb(UO2)4O3(OH)4
fraipontite	(Zn,Al)3(Si,Al)2O5(OH)4
francevillite	(Ba,Pb)(UO2)2V2O8
franciscanite	Mn3V(SiO4)(O,OH)7
francisite	Cu3Bi(SeO3)2O2Cl
franckeite	(Pb,Sn)6FeSn2Sb2S14
francoanellite	H6(K,Na)3(Al,Fe)5(PO4)8
francoisite-(nd)	(Nd,Y,Sm,Ce)(UO2)3(PO4)2O(OH)
franconite	Na2Nb4O11
frankamenite	K3Na3Ca5(Si12O30)(F,OH)4.H2O
